Team,Mean of MP,Median of MP,Std of MP,Mean of Starts,Median of Starts,Std of Starts,Mean of Min,Median of Min,Std of Min,Mean of Gls_st,Median of Gls_st,Std of Gls_st,Mean of Ast_st,Median of Ast_st,Std of Ast_st,Mean of CrdY_st,Median of CrdY_st,Std of CrdY_st,Mean of CrdR_st,Median of CrdR_st,Std of CrdR_st,Mean of xG_st,Median of xG_st,Std of xG_st,Mean of xAG_st,Median of xAG_st,Std of xAG_st,Mean of PrgC_st,Median of PrgC_st,Std of PrgC_st,Mean of PrgP_st,Median of PrgP_st,Std of PrgP_st,Mean of PrgR_st,Median of PrgR_st,Std of PrgR_st,Mean of Gls_st_per90,Median of Gls_st_per90,Std of Gls_st_per90,Mean of Ast_st_per90,Median of Ast_st_per90,Std of Ast_st_per90,Mean of xG_st_per90,Median of xG_st_per90,Std of xG_st_per90,Mean of xAG_st_per90,Median of xAG_st_per90,Std of xAG_st_per90,Mean of GA90_gk,Median of GA90_gk,Std of GA90_gk,Mean of Save%_gk,Median of Save%_gk,Std of Save%_gk,Mean of CS%_gk,Median of CS%_gk,Std of CS%_gk,Mean of Save%_gk_pen,Median of Save%_gk_pen,Std of Save%_gk_pen,Mean of SoT%_sh,Median of SoT%_sh,Std of SoT%_sh,Mean of SoT/90_sh,Median of SoT/90_sh,Std of SoT/90_sh,Mean of G/Sh_sh,Median of G/Sh_sh,Std of G/Sh_sh,Mean of Dist_sh,Median of Dist_sh,Std of Dist_sh,Mean of Cmp_pas,Median of Cmp_pas,Std of Cmp_pas,Mean of Cmp%_pas,Median of Cmp%_pas,Std of Cmp%_pas,Mean of Cmp%_pas_S,Median of Cmp%_pas_S,Std of Cmp%_pas_S,Mean of Cmp%_pas_M,Median of Cmp%_pas_M,Std of Cmp%_pas_M,Mean of Cmp%_pas_L,Median of Cmp%_pas_L,Std of Cmp%_pas_L,Mean of KP_pas,Median of KP_pas,Std of KP_pas,Mean of 1/3_pas,Median of 1/3_pas,Std of 1/3_pas,Mean of PPA_pas,Median of PPA_pas,Std of PPA_pas,Mean of CrsPA_pas,Median of CrsPA_pas,Std of CrsPA_pas,Mean of PrgP_pas,Median of PrgP_pas,Std of PrgP_pas,Mean of SCA_gsc,Median of SCA_gsc,Std of SCA_gsc,Mean of SCA90_gsc,Median of SCA90_gsc,Std of SCA90_gsc,Mean of GCA_gsc,Median of GCA_gsc,Std of GCA_gsc,Mean of GCA90_gsc,Median of GCA90_gsc,Std of GCA90_gsc,Mean of Tkl_def,Median of Tkl_def,Std of Tkl_def,Mean of TklW_def,Median of TklW_def,Std of TklW_def,Mean of Att_def,Median of Att_def,Std of Att_def,Mean of Lost_def,Median of Lost_def,Std of Lost_def,Mean of Blocks_def,Median of Blocks_def,Std of Blocks_def,Mean of Sh_def,Median of Sh_def,Std of Sh_def,Mean of Pass_def,Median of Pass_def,Std of Pass_def,Mean of Int_def,Median of Int_def,Std of Int_def,Mean of Touches_pos,Median of Touches_pos,Std of Touches_pos,Mean of Def Pen_pos,Median of Def Pen_pos,Std of Def Pen_pos,Mean of Def 3rd_pos,Median of Def 3rd_pos,Std of Def 3rd_pos,Mean of Mid 3rd_pos,Median of Mid 3rd_pos,Std of Mid 3rd_pos,Mean of Att 3rd_pos,Median of Att 3rd_pos,Std of Att 3rd_pos,Mean of Att Pen,Median of Att Pen,Std of Att Pen,Mean of Att_pos,Median of Att_pos,Std of Att_pos,Mean of Succ%_pos,Median of Succ%_pos,Std of Succ%_pos,Mean of Tkld%_pos,Median of Tkld%_pos,Std of Tkld%_pos,Mean of Carries_pos,Median of Carries_pos,Std of Carries_pos,Mean of PrgDist_pos,Median of PrgDist_pos,Std of PrgDist_pos,Mean of PrgC_pos,Median of PrgC_pos,Std of PrgC_pos,Mean of 1/3_pos,Median of 1/3_pos,Std of 1/3_pos,Mean of CPA_pos,Median of CPA_pos,Std of CPA_pos,Mean of Mis_pos,Median of Mis_pos,Std of Mis_pos,Mean of Dis_pos,Median of Dis_pos,Std of Dis_pos,Mean of Rec_pos,Median of Rec_pos,Std of Rec_pos,Mean of PrgR_pos,Median of PrgR_pos,Std of PrgR_pos,Mean of Fls_mis,Median of Fls_mis,Std of Fls_mis,Mean of Fld_mis,Median of Fld_mis,Std of Fld_mis,Mean of Off_mis,Median of Off_mis,Std of Off_mis,Mean of Crs_mis,Median of Crs_mis,Std of Crs_mis,Mean of Recov_mis,Median of Recov_mis,Std of Recov_mis,Mean of Won_mis,Median of Won_mis,Std of Won_mis,Mean of Lost_mis,Median of Lost_mis,Std of Lost_mis,Mean of Won%_mis,Median of Won%_mis,Std of Won%_mis
Arsenal,22.59090909090909,22.5,7.926201822100881,17.0,16.0,10.155927192672127,1519.4545454545455,1427.5,881.6773369021836,2.772727272727273,2.0,2.8103858095052354,2.272727272727273,1.5,2.6758499883538236,2.909090909090909,2.5,1.9738550848793073,0.22727272727272727,0.0,0.5284134548067254,2.4999999999999996,1.65,2.587515815456612,1.886363636363636,0.9,2.128557628009535,34.31818181818182,23.0,31.38301992151073,75.18181818181819,55.5,60.81559665527254,74.18181818181819,51.0,75.04134502528233,0.165,0.1,0.16695451333764394,0.13863636363636364,0.11,0.1549284152530253,0.15227272727272723,0.095,0.14182255238020633,0.12090909090909087,0.095,0.11939965266397157,0.038636363636363635,0.0,0.18122060890226885,3.4318181818181817,0.0,16.09665408484858,1.6045454545454545,0.0,7.525985287353048,0.0,0.0,0.0,26.62272727272727,31.049999999999997,17.33883425032298,0.41090909090909095,0.225,0.4100512057560511,0.13045454545454546,0.13,0.13051098376426745,14.004545454545456,14.65,5.794946671575756,700.4090909090909,459.5,551.782622751535,82.34545454545456,82.8,6.296614908612351,90.87272727272727,91.94999999999999,4.7591697773558135,84.87272727272726,86.0,8.048731448003338,55.54545454545457,53.15,9.681830172949509,17.136363636363637,10.0,17.313070907335423,56.95454545454545,39.5,52.282635989150606,17.863636363636363,9.0,17.81731489188845,3.0,1.5,3.625307868699863,75.18181818181819,55.5,60.81559665527254,38.81818181818182,24.0,33.092419450808144,2.458636363636364,2.245,1.4281332986156157,4.909090909090909,3.0,5.485123525188843,0.29636363636363644,0.25,0.3097394520214178,24.09090909090909,19.0,20.3280455831208,14.272727272727273,12.0,12.329530243172934,20.772727272727273,20.0,14.16545704028547,10.318181818181818,10.5,7.167295854792787,13.181818181818182,10.0,10.83924247764471,4.318181818181818,1.5,6.79205673062546,8.863636363636363,7.5,7.272226714375822,9.272727272727273,6.0,8.647497949072944,983.7727272727273,738.5,662.5281975539702,73.5909090909091,24.0,163.87238330071972,246.1818181818182,120.5,327.21445368641446,427.95454545454544,291.0,385.05231274436403,316.90909090909093,223.5,232.44843956515834,52.5,37.0,48.60114637095948,29.727272727272727,22.5,28.687448422083428,48.87727272727273,43.45,22.218287873220923,36.91818181818182,35.05,17.634156152293286,578.1818181818181,406.5,402.19003283376196,1631.9545454545455,1282.5,1113.2316097214975,34.31818181818182,23.0,31.38301992151073,21.363636363636363,19.0,17.956416692450095,11.772727272727273,4.5,14.582872596308766,19.318181818181817,15.0,15.28580531590809,15.681818181818182,13.5,13.357310691817757,693.6818181818181,528.5,483.47328545527495,74.18181818181819,51.0,75.04134502528233,16.636363636363637,14.0,11.0606357112809,16.318181818181817,17.0,11.712371821268896,3.409090909090909,1.5,3.724552909047524,31.818181818181817,11.0,42.05057766845876,58.04545454545455,48.0,40.02793937658958,19.5,10.5,19.81521781719437,18.954545454545453,15.5,17.761588498048987,48.0,51.15,19.478021802363127
Aston Villa,18.857142857142858,20.0,9.965549122460303,13.357142857142858,9.5,11.324226032630012,1200.0,969.0,913.1171682555108,1.8571428571428572,1.0,3.285369202030541,1.4642857142857142,0.0,2.364586611073877,2.4285714285714284,2.0,2.2513958045583786,0.07142857142857142,0.0,0.262265264156481,1.9142857142857144,0.8,2.936073755975674,1.4035714285714287,0.45,1.9488804274852063,23.071428571428573,16.0,22.744846500428235,42.75,33.5,46.34382375246997,42.32142857142857,20.0,50.75945711660524,0.17571428571428574,0.04,0.2921748407480315,0.08607142857142859,0.0,0.1158651606382844,0.19285714285714287,0.08499999999999999,0.2471145654663206,0.09178571428571429,0.06,0.1041029964142909,0.12178571428571429,0.0,0.45431310439541234,4.339285714285714,0.0,15.994150303012159,4.114285714285715,0.0,19.009816456060843,1.7857142857142858,0.0,9.449111825230679,26.25,25.0,22.82273882353753,0.4692857142857143,0.2,0.6725238730248614,0.06749999999999999,0.04,0.08249017898895376,15.110714285714284,16.15,6.815632319553624,476.64285714285717,396.0,413.24104832550705,81.22142857142856,82.1,7.16247200978861,90.03214285714284,91.5,5.555314677317673,86.47142857142858,86.2,7.5585544935355236,54.12499999999999,53.4,15.290898406374758,11.75,6.0,14.54399456056615,36.714285714285715,22.0,45.311969756065594,10.25,7.5,12.37567805849067,1.8214285714285714,0.0,3.672254040157044,42.75,33.5,46.34382375246997,27.928571428571427,20.0,28.94557929713207,2.1167857142857143,1.7799999999999998,1.411959640519171,3.357142857142857,2.0,3.7536578280321566,0.23571428571428574,0.18,0.21726291584891932,20.964285714285715,10.5,20.08404958216962,12.107142857142858,6.0,12.236373481503248,17.678571428571427,10.5,18.437187805625186,7.714285714285714,5.0,8.059303999253345,10.642857142857142,9.5,8.895334964293594,3.5,2.5,4.132078662619345,7.142857142857143,5.5,6.222505662478478,7.964285714285714,5.0,8.284220354282402,701.0714285714286,647.0,555.681758681367,84.57142857142857,29.5,186.6919484013266,236.21428571428572,132.0,290.88452044205485,299.0357142857143,237.5,290.7653352081884,172.75,113.5,165.81306408791264,30.964285714285715,19.0,37.19765239790468,23.428571428571427,17.0,28.676262698058167,48.86785714285713,47.15,26.410001662830087,37.4,40.6,23.72499853647109,396.42857142857144,383.5,308.0354030364197,1149.857142857143,1052.0,912.8708364391778,23.071428571428573,16.0,22.744846500428235,14.535714285714286,12.5,12.819204756224568,7.0,2.0,10.413666234542205,16.392857142857142,8.5,21.283516984701926,12.321428571428571,7.5,15.035891803549344,467.92857142857144,472.0,374.37957848027554,42.32142857142857,20.0,50.75945711660524,13.321428571428571,8.5,13.419316015656026,15.821428571428571,8.5,17.05123775550353,1.7857142857142858,1.0,2.7265110368128784,19.5,4.5,33.70624736026114,45.214285714285715,37.5,35.42060202225602,12.035714285714286,8.0,11.714132467703251,13.464285714285714,9.5,13.593250348112294,38.88214285714286,45.2,24.724737253915002
Bournemouth,21.0,24.0,9.496410805236797,15.73913043478261,16.0,11.013286980669172,1409.6521739130435,1530.0,946.7328320788122,2.217391304347826,1.0,3.4106320627112034,1.608695652173913,1.0,2.0167284586402126,3.608695652173913,3.0,2.965546560612741,0.043478260869565216,0.0,0.2085144140570748,2.617391304347826,1.0,3.470217726194378,1.7565217391304346,1.1,1.8300089634545815,28.47826086956522,19.0,33.227685013906694,56.82608695652174,41.0,50.939047510380696,56.0,31.0,69.68891916614473,0.13565217391304346,0.03,0.18322430582501678,0.10173913043478262,0.04,0.11953136423371534,0.18478260869565216,0.08,0.20471420355788683,0.13043478260869562,0.1,0.14898072666286752,0.14217391304347826,0.0,0.3782730678147627,10.417391304347825,0.0,27.540179773855588,2.0391304347826087,0.0,6.835651138129668,0.0,0.0,0.0,21.817391304347826,28.6,18.096249038102115,0.5543478260869564,0.16,0.6596543591289203,0.05043478260869566,0.06,0.05355356374437952,13.708695652173914,14.8,6.8200848464115875,478.7391304347826,415.0,387.9912390518988,73.92608695652174,74.1,6.721486401581149,86.81739130434782,88.0,7.304584623490862,81.45652173913045,78.8,10.777452308447927,47.126086956521746,47.0,18.176938870980656,17.130434782608695,11.0,16.147908245697412,46.78260869565217,35.0,46.55295764624036,12.73913043478261,6.0,13.525119361948002,3.782608695652174,2.0,5.213239454758262,56.82608695652174,41.0,50.939047510380696,39.52173913043478,28.0,35.50143347325748,2.62,2.35,1.8788971620220585,3.782608695652174,2.0,4.010854836782195,0.23043478260869568,0.22,0.20857695900095716,27.08695652173913,21.0,22.797354398897536,15.73913043478261,10.0,14.203768358190109,24.26086956521739,23.0,20.684243874602515,12.73913043478261,12.0,10.309824931519307,17.347826086956523,14.0,15.581482878585472,5.043478260869565,2.0,6.643371685505684,12.304347826086957,8.0,11.810760819957581,13.521739130434783,8.0,15.069142357261054,809.2173913043479,778.0,595.094641558019,84.26086956521739,41.0,140.8623497639723,242.7826086956522,148.0,263.0634138070029,346.17391304347825,285.0,307.4479486136139,230.34782608695653,118.0,229.3121351694419,38.56521739130435,19.0,47.16010070827064,25.91304347826087,16.0,31.023324133886838,37.517391304347825,40.0,23.251698905161415,37.39565217391304,43.2,23.113366425293425,435.4347826086956,454.0,325.20382784381366,1363.3478260869565,1059.0,1229.2970500062831,28.47826086956522,19.0,33.227685013906694,19.73913043478261,15.0,19.21461894047519,8.91304347826087,1.0,15.828377977768746,22.17391304347826,17.0,20.13511670940066,13.434782608695652,8.0,16.527734506130546,473.8695652173913,406.0,350.875697278554,56.0,31.0,69.68891916614473,19.347826086956523,15.0,17.458024192206064,14.826086956521738,10.0,13.12752893008721,2.652173913043478,0.0,4.848698941254747,31.565217391304348,10.0,39.505840864998596,69.91304347826087,55.0,55.65389232771861,22.304347826086957,20.0,20.33455362544861,23.608695652173914,22.0,20.198422824195468,48.13913043478261,45.8,20.465752748753772
Brentford,22.238095238095237,26.0,10.839302384862053,17.285714285714285,21.0,12.625937023218741,1547.6666666666667,1913.0,1066.3490204118598,2.6666666666666665,0.0,5.11207720338155,1.7619047619047619,1.0,2.447544931247676,2.2857142857142856,2.0,1.5856499343441837,0.047619047619047616,0.0,0.21821789023599242,2.419047619047619,0.8,3.832834336051983,1.7380952380952381,1.2,2.198971621116605,24.523809523809526,12.0,31.18592478606182,55.904761904761905,51.0,52.115165510535185,55.285714285714285,27.0,73.31039684597464,0.11142857142857145,0.0,0.18738424998611047,0.08190476190476192,0.06,0.09877343001126607,0.11809523809523811,0.06,0.15686360468952149,0.09380952380952381,0.08,0.08169921605965326,0.1319047619047619,0.0,0.41911357706019314,5.871428571428571,0.0,18.906272579679552,5.504761904761905,0.0,21.916899328839296,0.0,0.0,0.0,26.390476190476193,28.6,19.75423764061536,0.31380952380952387,0.17,0.373543520763996,0.06666666666666667,0.0,0.08338664961091395,12.833333333333334,14.7,7.457702952875861,553.8571428571429,471.0,426.45073404958345,76.54285714285713,77.2,7.969226526368253,86.49999999999999,87.1,7.891134265744057,81.97142857142856,79.9,10.019488153450899,55.41904761904762,55.1,13.44327411933637,13.619047619047619,8.0,16.7405979298118,45.76190476190476,41.0,38.29608956787202,13.523809523809524,7.0,17.89306862340568,3.7142857142857144,2.0,5.0412583463145095,55.904761904761905,51.0,52.115165510535185,32.285714285714285,21.0,34.527008062012634,1.8771428571428572,1.72,1.1752027180752385,4.619047619047619,2.0,5.696281159460009,0.26571428571428574,0.2,0.24904962213525697,25.952380952380953,24.0,21.287264245262218,15.571428571428571,16.0,12.484275824297653,24.285714285714285,24.0,19.591178772965286,11.285714285714286,10.0,9.930472582625951,19.952380952380953,17.0,18.334328977293364,8.19047619047619,4.0,12.131030655385583,11.761904761904763,12.0,9.74630577144367,12.238095238095237,8.0,11.911778884384825,889.047619047619,762.0,639.2070459710591,138.52380952380952,47.0,274.65207427718786,348.85714285714283,216.0,401.4415630841288,329.7142857142857,325.0,263.55021207677726,218.66666666666666,158.0,222.9251742924817,40.80952380952381,24.0,44.295167961775526,25.714285714285715,12.0,32.42243491340966,43.18571428571429,45.0,23.27641049892113,39.18095238095238,42.1,20.120104846834646,470.7142857142857,382.0,345.33608888402364,1298.6190476190477,1164.0,1089.2998887446226,24.523809523809526,12.0,31.18592478606182,15.19047619047619,9.0,18.24724375794615,8.666666666666666,1.0,16.67433157081067,21.285714285714285,14.0,23.82255833688493,12.047619047619047,8.0,12.997985191852583,545.6190476190476,475.0,392.17349173426754,55.285714285714285,27.0,73.31039684597464,12.428571428571429,11.0,10.107281674967947,14.19047619047619,10.0,13.555880818371957,2.9523809523809526,1.0,4.477456761111049,27.904761904761905,13.0,42.81810920849351,67.33333333333333,50.0,53.943797913507474,26.0,12.0,29.816103031751148,23.095238095238095,14.0,23.08225457338334,54.03809523809524,55.1,19.428367821061965
Brighton,18.428571428571427,19.5,9.50800275568515,12.964285714285714,9.0,9.720090469237348,1163.107142857143,864.5,848.8878711142407,1.8214285714285714,1.0,2.8810179711804214,1.1785714285714286,1.0,1.540888907202146,2.5714285714285716,2.0,2.5155600426231786,0.10714285714285714,0.0,0.314970394174356,1.8321428571428573,0.6,2.5868690601558355,1.2571428571428576,0.75,1.3966702655558436,24.785714285714285,16.0,29.44216822588428,47.214285714285715,37.0,48.245788258210524,46.92857142857143,26.5,61.071256845576805,0.12107142857142858,0.035,0.1517878462346385,0.07857142857142856,0.035,0.09830844452309406,0.13071428571428573,0.08499999999999999,0.12289497387271216,0.10321428571428572,0.09,0.07707877506900046,0.07785714285714285,0.0,0.32788160852104714,4.953571428571428,0.0,18.25298518746915,2.4785714285714286,0.0,10.008047026818234,0.0,0.0,0.0,27.257142857142856,27.05,22.203960750638007,0.4439285714285714,0.27,0.6539302221565658,0.07357142857142858,0.05,0.08978221739769274,16.13214285714286,16.05,5.820147228087427,489.39285714285717,323.0,464.60196738201415,79.45,80.55,8.189130103487907,89.57857142857142,91.1,6.182254002405964,81.65357142857142,82.1,9.898240851670158,54.11785714285714,52.05,16.088759673470417,11.285714285714286,8.5,9.801198501381965,36.607142857142854,19.5,47.02508336631064,10.5,7.0,10.290232693622087,2.7857142857142856,1.0,3.735288603626359,47.214285714285715,37.0,48.245788258210524,28.571428571428573,22.0,23.20349362492891,2.5435714285714286,2.635,1.3438094394384232,3.25,3.0,2.939198681424733,0.29714285714285715,0.25,0.34210521603152855,21.25,16.0,18.420248520461268,12.821428571428571,9.5,11.132380436361945,21.571428571428573,17.5,17.8479764833514,11.142857142857142,9.0,8.847323452611658,13.607142857142858,11.5,11.917429767996632,3.7857142857142856,2.0,5.216477759143636,9.821428571428571,8.5,9.7336893824854,9.857142857142858,8.5,9.419107002236291,733.3214285714286,583.0,595.8941649488656,80.75,22.5,185.92065711141603,235.46428571428572,117.5,312.16798447166315,319.14285714285717,227.0,310.6623407287886,186.96428571428572,135.5,173.58538984067056,32.67857142857143,15.5,40.92545488009702,25.785714285714285,12.0,31.37155723222236,43.17142857142857,41.7,22.755395894777184,45.49642857142857,47.15,22.282221482156896,428.60714285714283,341.0,373.3442795305709,1293.7857142857142,945.5,1407.4780797488625,24.785714285714285,16.0,29.44216822588428,17.571428571428573,15.0,18.08094673739832,7.642857142857143,2.0,14.032275720807437,17.857142857142858,10.0,18.70574141553234,11.0,7.0,11.84780023339229,483.7142857142857,387.5,410.46611780076785,46.92857142857143,26.5,61.071256845576805,13.821428571428571,9.5,12.147408110766833,13.035714285714286,7.5,14.48238302177573,1.2857142857142858,1.0,1.7608319342086856,21.035714285714285,10.0,25.58860009899829,50.67857142857143,38.0,42.27516000489121,16.464285714285715,11.5,17.493876479663225,14.535714285714286,10.5,14.286699701463188,49.51071428571429,51.9,21.56104751261566
Chelsea,18.576923076923077,17.0,10.61385161728984,13.961538461538462,11.5,11.014466012406663,1253.3461538461538,1046.5,962.005860369164,2.1538461538461537,1.0,3.390484421935104,1.6538461538461537,1.0,2.115510485765697,3.6153846153846154,2.5,3.2505620815720233,0.038461538461538464,0.0,0.19611613513818402,2.4076923076923076,0.7,3.936284855233226,1.8538461538461537,1.05,2.284772333381297,29.307692307692307,11.0,37.25884510370039,54.96153846153846,30.5,60.63628007668728,54.23076923076923,11.5,72.45042867633438,0.1469230769230769,0.05,0.20685781069651166,0.135,0.065,0.18558555978308225,0.15730769230769232,0.08,0.17907669177886198,0.15499999999999997,0.1,0.16982932608945958,0.10192307692307692,0.0,0.36345034577800833,5.673076923076923,0.0,20.052322712190882,1.6384615384615382,0.0,5.932626866613266,0.7692307692307693,0.0,3.922322702763681,26.15384615384615,30.9,22.339905653681367,0.4553846153846154,0.26,0.48337340240630344,0.08346153846153846,0.06,0.11610141455442505,13.353846153846156,13.6,6.523939347923508,618.6153846153846,451.0,559.3313920690007,84.1730769230769,84.75,6.48392212737369,91.18846153846154,92.55,5.822530509878119,88.46153846153848,90.7,7.360928035136706,57.59615384615385,58.75,17.913402374071335,15.961538461538462,6.0,20.506546797022203,51.42307692307692,25.5,56.10716394680671,12.461538461538462,4.0,16.50995037964868,2.6153846153846154,0.0,5.146470037428942,54.96153846153846,30.5,60.63628007668728,37.07692307692308,15.0,44.89447456150752,2.3438461538461537,1.7850000000000001,1.6872298644181873,3.8461538461538463,2.0,4.42440782652149,0.2561538461538462,0.21000000000000002,0.24560255573714085,19.115384615384617,11.0,22.38093281894555,11.961538461538462,8.0,13.869335295480514,18.153846153846153,11.5,21.04603013908762,9.153846153846153,5.5,11.191755207088146,11.846153846153847,9.0,12.802163278734756,3.5,1.5,5.270673581241775,8.346153846153847,5.5,9.465483855323225,9.115384615384615,7.0,10.401257320447073,857.7307692307693,683.0,727.1223037532164,79.65384615384616,19.5,168.38597146025967,256.38461538461536,120.0,314.8897047441312,385.7692307692308,235.5,393.3775090360208,222.57692307692307,91.5,248.06372940467102,38.88461538461539,11.0,49.021894637459226,26.0,12.5,31.63162973986639,42.53461538461538,40.650000000000006,23.145417556098526,35.761538461538464,40.2,24.74149675218663,499.4230769230769,381.5,403.3060548096865,1410.1538461538462,979.0,1118.1385492793884,29.307692307692307,11.0,37.25884510370039,16.76923076923077,9.5,18.5586803244362,10.653846153846153,1.0,19.48526070175569,15.346153846153847,6.0,17.921924690595723,10.307692307692308,5.5,11.241954387985144,613.5,462.0,513.9312210792413,54.23076923076923,11.5,72.45042867633438,14.653846153846153,7.0,15.369950703088954,15.038461538461538,10.0,16.24433629110348,2.076923076923077,1.0,3.6978164034800534,22.692307692307693,3.0,38.444525468023905,52.46153846153846,36.5,48.260319741361656,13.538461538461538,8.0,16.13004840471539,13.384615384615385,8.0,14.229762958185699,44.830769230769235,40.6,27.06100913463161
Crystal Palace,23.38095238095238,29.0,10.2101723319256,17.714285714285715,18.0,12.470536705141672,1585.904761904762,1562.0,1047.0489914403197,1.8571428571428572,0.0,3.3657943235693155,1.5238095238095237,1.0,2.088517359732679,3.4761904761904763,2.0,3.249908423618235,0.19047619047619047,0.0,0.40237390808147827,2.442857142857143,1.0,3.342090876767331,1.880952380952381,1.2,2.105853519981636,21.095238095238095,11.0,21.89498746723725,48.666666666666664,46.0,38.24961873448326,48.19047619047619,10.0,62.81370793673866,0.08571428571428572,0.0,0.1327242038428345,0.06190476190476192,0.03,0.08127847486383143,0.13952380952380952,0.08,0.14030239450829735,0.10095238095238096,0.11,0.074826784102002,0.06571428571428571,0.0,0.30114068852566944,3.185714285714286,0.0,14.598776856787895,1.4,0.0,6.4156059729381765,2.380952380952381,0.0,10.91089451179962,30.123809523809523,33.3,18.015851485897212,0.49666666666666665,0.34,0.46675832433212516,0.06190476190476191,0.0,0.08570992052376712,18.142857142857142,17.7,5.672792207420559,504.3809523809524,511.0,382.23441448808296,74.22857142857143,75.6,6.9595361093353665,84.41904761904762,85.3,6.449621620499847,79.96666666666667,82.0,10.583020992766354,49.83809523809524,46.7,18.49839117843701,15.619047619047619,9.0,15.75904879894783,37.80952380952381,27.0,31.628498300771483,11.428571428571429,4.0,12.010709506816939,2.8095238095238093,1.0,4.069632017996806,48.666666666666664,46.0,38.24961873448326,36.285714285714285,26.0,33.815888066325954,2.1966666666666663,2.06,1.4960325308406008,3.5238095238095237,3.0,3.310876736138747,0.17523809523809525,0.16,0.16794698710066364,32.61904761904762,21.0,29.189854728100634,19.142857142857142,14.0,18.12259836305411,27.952380952380953,23.0,21.553366768271243,14.047619047619047,15.0,9.836036755096996,20.476190476190474,19.0,17.704855400762376,5.904761904761905,3.0,6.766866053829955,14.571428571428571,13.0,12.765466809213946,13.666666666666666,11.0,14.065323790561429,860.8571428571429,827.0,604.1603500490813,107.71428571428571,27.0,212.6010684020997,322.7142857142857,172.0,357.72924717684776,358.14285714285717,367.0,264.31009926113035,188.23809523809524,137.0,178.23998001624236,32.57142857142857,15.0,34.794498744156996,20.333333333333332,12.0,28.555793340990075,39.51428571428571,40.0,24.96930687292472,45.94285714285714,45.6,27.878048199767704,431.5238095238095,413.0,304.6474386971962,1055.0,949.0,767.8334454815055,21.095238095238095,11.0,21.89498746723725,15.0,10.0,13.663820841916802,5.190476190476191,1.0,7.514113704350287,21.0,14.0,20.381364036786152,14.380952380952381,13.0,14.111967228123055,499.6666666666667,510.0,342.6654831367369,48.19047619047619,10.0,62.81370793673866,17.61904761904762,12.0,15.847637648798608,17.238095238095237,18.0,14.96631137556867,3.142857142857143,1.0,4.912084224498948,25.428571428571427,11.0,31.18584843894972,70.85714285714286,60.0,52.539780846788574,21.666666666666668,17.0,21.548395145191982,27.142857142857142,19.0,24.63389070830208,41.180952380952384,43.4,18.605902801197768
